Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,main.lisp.parser.terms.IdentifierAtom,identifier:atom,main.lisp.parser.terms.IdentifierAtom,identifier:atom,IdentifierAtom,identifier:atom
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,main.lisp.parser.terms.IdentifierAtom,identifier:atom,main.lisp.parser.terms.IdentifierAtom,identifier:atom,IdentifierAtom,identifier:atom
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,BetterSExpression,better:expression
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,main.lisp.parser.terms.NilAtom,nil:atom,main.lisp.parser.terms.NilAtom,nil:atom,NilAtom,nil:atom
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,java.util.List,list,java.util.List,list,size,size
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,main.lisp.evaluator.function.LambdaFactory,lambda:factory,main.lisp.evaluator.function.LambdaFactory,lambda:factory,newInstance,new:instance
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,prependList,list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,BetterSExpression,better:expression
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,quoteSExpression,quote:expression,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,BetterSExpression,better:expression
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,quoteSExpression,quote:expression,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,mainPackage.IdentifierAtomImplementation,identifier:atom:implementation,@IdentifierAtomWithLookup,identifier:atom:with,IdentifierAtomImplementation,identifier:atom:implementation
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,quoteSExpression,quote:expression,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,BetterSExpression,better:expression
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,quoteSExpression,quote:expression,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,main.lisp.parser.terms.NilAtom,nil:atom,main.lisp.parser.terms.NilAtom,nil:atom,NilAtom,nil:atom
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,makeList,make:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,main.lisp.parser.terms.NilAtom,nil:atom,main.lisp.parser.terms.NilAtom,nil:atom,NilAtom,nil:atom
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,makeList,make:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,java.util.List,list,java.util.List,list,size,size
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,makeList,make:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,BetterSExpression,better:expression
mainPackage.CurryEvaluator,curry,CurryEvaluator,curry,makeList,make:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,none,java.util.List,list,java.util.List,list,get,get
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,checkInput,check:input,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,checkInput,check:input,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,checkInput,check:input,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,checkInput,check:input,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,checkInput,check:input,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,IllegalStateException,illegal:state:exception,java.lang.IllegalStateException,illegal:state:exception,IllegalStateException,illegal:state:exception
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.IntegerAtom,integer:atom,main.lisp.parser.terms.IntegerAtom,integer:atom,getValue,get:value
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.DecimalAtom,decimal:atom,main.lisp.parser.terms.DecimalAtom,decimal:atom,getValue,get:value
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.IntegerAtom,integer:atom,main.lisp.parser.terms.IntegerAtom,integer:atom,getValue,get:value
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.DecimalAtom,decimal:atom,main.lisp.parser.terms.DecimalAtom,decimal:atom,getValue,get:value
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
mainPackage.AbstractComparisonEvaluator,abstract:comparison,AbstractComparisonEvaluator,abstract:comparison,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator,gte:lt,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,RuntimeException,exception,java.lang.RuntimeException,exception,RuntimeException,exception
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,java.util.ArrayList,array:list,java.util.ArrayList,array:list,ArrayList,array:list
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,RuntimeException,exception,java.lang.RuntimeException,exception,RuntimeException,exception
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.IdentifierAtom,identifier:atom,main.lisp.parser.terms.IdentifierAtom,identifier:atom,add,add
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.evaluator.function.LambdaFactory,lambda:factory,main.lisp.evaluator.function.LambdaFactory,lambda:factory,newInstance,new:instance
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,java.util.List,list,java.util.List,list,toArray,to:array
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,java.util.List,list,java.util.List,list,size,size
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator,gte:lt,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.IdentifierAtomImplementation,identifier:atom:implementation,@IdentifierAtomWithLookup,identifier:atom:with,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,lookup,none
